ATCG01120.1|PACid:19638016	phylum ORFan
ATCG01240.1|PACid:19638017	kingdom ORFan
ATCG00870.1|PACid:19638018	phylum ORFan
ATCG00540.1|PACid:19638019	kingdom ORFan
ATCG00790.1|PACid:19638020	kingdom ORFan
ATCG00150.1|PACid:19638021	kingdom ORFan
ATCG00130.1|PACid:19638022	kingdom ORFan
ATCG01310.1|PACid:19638023	kingdom ORFan
ATCG00860.1|PACid:19638024	kingdom ORFan
ATCG00750.1|PACid:19638025	kingdom ORFan
ATCG00730.1|PACid:19638026	kingdom ORFan
ATCG01300.1|PACid:19638027	kingdom ORFan
ATCG01090.1|PACid:19638028	kingdom ORFan
ATCG00560.1|PACid:19638029	kingdom ORFan
ATCG00650.1|PACid:19638030	kingdom ORFan
ATCG00190.1|PACid:19638031	kingdom ORFan
ATCG00780.1|PACid:19638032	kingdom ORFan
ATCG00630.1|PACid:19638033	kingdom ORFan
ATCG00530.1|PACid:19638034	kingdom ORFan
AT2G40435.1|PACid:19638035	phylum ORFan
AT2G43120.1|PACid:19638036	phylum ORFan
AT2G25630.1|PACid:19638038	phylum ORFan
AT2G29730.1|PACid:19638040	phylum ORFan
AT2G25530.1|PACid:19638042	phylum ORFan
AT2G21390.1|PACid:19638044	kingdom ORFan
AT2G23210.1|PACid:19638045	phylum ORFan
AT2G21930.1|PACid:19638046	strict ORFan
AT2G29300.2|PACid:19638047	kingdom ORFan
AT2G29300.1|PACid:19638048	kingdom ORFan
AT2G35740.1|PACid:19638050	kingdom ORFan
AT2G37550.1|PACid:19638052	strict ORFan
AT2G37550.2|PACid:19638053	strict ORFan
AT2G15530.4|PACid:19638060	phylum ORFan
AT2G15530.1|PACid:19638061	phylum ORFan
AT2G15530.2|PACid:19638062	phylum ORFan
AT2G15530.3|PACid:19638063	phylum ORFan
AT2G38310.1|PACid:19638065	kingdom ORFan
AT2G43600.1|PACid:19638066	kingdom ORFan
AT2G28410.1|PACid:19638069	phylum ORFan
AT2G22960.1|PACid:19638071	phylum ORFan
AT2G19580.1|PACid:19638072	strict ORFan
AT2G39710.1|PACid:19638075	phylum ORFan
AT2G05180.1|PACid:19638076	phylum ORFan
AT2G38230.1|PACid:19638077	kingdom ORFan
AT2G41220.1|PACid:19638080	phylum ORFan
AT2G35920.1|PACid:19638082	phylum ORFan
AT2G46620.1|PACid:19638086	kingdom ORFan
AT2G43750.1|PACid:19638087	phylum ORFan
AT2G43750.2|PACid:19638088	phylum ORFan
AT2G19690.2|PACid:19638089	phylum ORFan
AT2G24490.1|PACid:19638091	phylum ORFan
AT2G24490.2|PACid:19638092	phylum ORFan
AT2G20790.1|PACid:19638093	strict ORFan
AT2G20790.2|PACid:19638094	strict ORFan
AT2G20790.3|PACid:19638095	strict ORFan
AT2G15080.1|PACid:19638097	kingdom ORFan
AT2G15080.2|PACid:19638098	kingdom ORFan
AT2G45695.1|PACid:19638100	kingdom ORFan
AT2G27920.1|PACid:19638102	phylum ORFan
AT2G27920.3|PACid:19638103	phylum ORFan
AT2G27920.2|PACid:19638104	phylum ORFan
AT2G32350.1|PACid:19638110	kingdom ORFan
AT2G15280.1|PACid:19638111	strict ORFan
AT2G31920.1|PACid:19638113	phylum ORFan
AT2G05520.5|PACid:19638119	phylum ORFan
AT2G39100.1|PACid:19638120	phylum ORFan
AT2G46225.2|PACid:19638123	kingdom ORFan
AT2G46225.1|PACid:19638124	kingdom ORFan
AT2G46225.3|PACid:19638125	kingdom ORFan
AT2G31780.1|PACid:19638126	phylum ORFan
AT2G34430.1|PACid:19638127	kingdom ORFan
AT2G27700.2|PACid:19638129	kingdom ORFan
AT2G27700.1|PACid:19638130	kingdom ORFan
AT2G40210.1|PACid:19638131	phylum ORFan
AT2G42780.1|PACid:19638133	strict ORFan
AT2G42780.2|PACid:19638134	strict ORFan
AT2G45950.2|PACid:19638139	strict ORFan
AT2G45950.1|PACid:19638140	strict ORFan
AT2G18910.1|PACid:19638145	phylum ORFan
AT2G35635.1|PACid:19638148	kingdom ORFan
AT2G28405.1|PACid:19638149	subclass ORFan
AT2G18170.1|PACid:19638150	kingdom ORFan
AT2G37195.1|PACid:19638151	kingdom ORFan
AT2G21380.1|PACid:19638152	kingdom ORFan
AT2G42010.1|PACid:19638154	phylum ORFan
AT2G45434.1|PACid:19638160	phylum ORFan
AT2G43620.1|PACid:19638161	phylum ORFan
AT2G16130.1|PACid:19638162	kingdom ORFan
AT2G26990.1|PACid:19638164	phylum ORFan
AT2G47560.1|PACid:19638165	phylum ORFan
AT2G06960.1|PACid:19638166	phylum ORFan
AT2G19210.1|PACid:19638167	kingdom ORFan
AT2G37390.1|PACid:19638171	kingdom ORFan
AT2G37390.2|PACid:19638172	kingdom ORFan
AT2G03840.1|PACid:19638173	strict ORFan
AT2G36130.1|PACid:19638174	kingdom ORFan
AT2G19440.1|PACid:19638176	phylum ORFan
AT2G21210.1|PACid:19638177	kingdom ORFan
AT2G38390.1|PACid:19638178	phylum ORFan
AT2G16930.1|PACid:19638184	kingdom ORFan
AT2G16930.2|PACid:19638185	kingdom ORFan
AT2G16930.3|PACid:19638186	kingdom ORFan
AT2G33006.1|PACid:19638187	strict ORFan
AT2G02820.2|PACid:19638188	phylum ORFan
AT2G02820.1|PACid:19638189	phylum ORFan
AT2G38380.1|PACid:19638191	phylum ORFan
AT2G43465.1|PACid:19638192	phylum ORFan
AT2G33520.1|PACid:19638193	subclass ORFan
AT2G42110.1|PACid:19638194	strict ORFan
AT2G31230.1|PACid:19638195	phylum ORFan
AT2G27330.1|PACid:19638198	phylum ORFan
AT2G38940.1|PACid:19638199	phylum ORFan
AT2G17160.1|PACid:19638200	phylum ORFan
AT2G22600.1|PACid:19638202	kingdom ORFan
AT2G19330.1|PACid:19638205	kingdom ORFan
AT2G24260.1|PACid:19638206	phylum ORFan
AT2G06541.1|PACid:19638207	strict ORFan
AT2G06541.2|PACid:19638208	strict ORFan
AT2G26330.1|PACid:19638210	kingdom ORFan
AT2G18950.1|PACid:19638211	kingdom ORFan
AT2G28250.1|PACid:19638215	phylum ORFan
AT2G28250.2|PACid:19638216	phylum ORFan
AT2G21910.1|PACid:19638217	phylum ORFan
AT2G39280.2|PACid:19638218	kingdom ORFan
AT2G39280.1|PACid:19638219	kingdom ORFan
AT2G40160.2|PACid:19638220	strict ORFan
AT2G40160.1|PACid:19638221	strict ORFan
AT2G30933.1|PACid:19638222	kingdom ORFan
AT2G37480.1|PACid:19638224	kingdom ORFan
AT2G37480.2|PACid:19638225	kingdom ORFan
AT2G22470.1|PACid:19638226	strict ORFan
AT2G47730.1|PACid:19638230	phylum ORFan
AT2G20300.1|PACid:19638231	phylum ORFan
AT2G02310.1|PACid:19638232	strict ORFan
AT2G42990.1|PACid:19638233	phylum ORFan
AT2G07719.1|PACid:19638234	kingdom ORFan
AT2G41810.1|PACid:19638238	strict ORFan
AT2G43400.1|PACid:19638239	kingdom ORFan
AT2G19310.1|PACid:19638241	kingdom ORFan
AT2G24590.1|PACid:19638242	phylum ORFan
AT2G35830.1|PACid:19638245	kingdom ORFan
AT2G23160.1|PACid:19638247	kingdom ORFan
AT2G28420.1|PACid:19638248	phylum ORFan
AT2G28355.1|PACid:19638250	subclass ORFan
AT2G04520.1|PACid:19638253	kingdom ORFan
AT2G27980.1|PACid:19638254	phylum ORFan
AT2G25610.1|PACid:19638255	kingdom ORFan
AT2G39140.1|PACid:19638257	kingdom ORFan
AT2G05117.1|PACid:19638260	phylum ORFan
AT2G15470.1|PACid:19638261	phylum ORFan
AT2G47790.1|PACid:19638262	kingdom ORFan
AT2G32210.1|PACid:19638263	strict ORFan
AT2G40890.1|PACid:19638264	phylum ORFan
AT2G20980.1|PACid:19638265	kingdom ORFan
AT2G19190.1|PACid:19638266	kingdom ORFan
AT2G02660.1|PACid:19638270	strict ORFan
AT2G39415.1|PACid:19638271	phylum ORFan
AT2G45130.1|PACid:19638272	kingdom ORFan
AT2G39110.1|PACid:19638274	phylum ORFan
AT2G15300.1|PACid:19638275	kingdom ORFan
AT2G34390.1|PACid:19638276	kingdom ORFan
AT2G41520.1|PACid:19638277	phylum ORFan
AT2G41520.2|PACid:19638278	phylum ORFan
AT2G07667.1|PACid:19638279	phylum ORFan
AT2G24280.1|PACid:19638281	phylum ORFan
AT2G43610.1|PACid:19638282	phylum ORFan
AT2G17170.1|PACid:19638283	phylum ORFan
AT2G38910.1|PACid:19638284	kingdom ORFan
AT2G44360.1|PACid:19638285	kingdom ORFan
AT2G41060.1|PACid:19638287	phylum ORFan
AT2G41060.2|PACid:19638288	phylum ORFan
AT2G36060.2|PACid:19638289	phylum ORFan
AT2G36060.1|PACid:19638290	phylum ORFan
AT2G36060.3|PACid:19638291	phylum ORFan
AT2G32950.1|PACid:19638294	kingdom ORFan
AT2G45310.1|PACid:19638295	phylum ORFan
AT2G24420.1|PACid:19638296	phylum ORFan
AT2G24420.2|PACid:19638297	phylum ORFan
AT2G12480.2|PACid:19638300	kingdom ORFan
AT2G12480.1|PACid:19638301	kingdom ORFan
AT2G45910.1|PACid:19638302	phylum ORFan
AT2G35680.1|PACid:19638303	kingdom ORFan
AT2G25130.1|PACid:19638304	kingdom ORFan
AT2G46860.1|PACid:19638305	kingdom ORFan
AT2G36325.1|PACid:19638306	phylum ORFan
AT2G44240.1|PACid:19638308	phylum ORFan
AT2G40750.1|PACid:19638309	kingdom ORFan
AT2G39920.1|PACid:19638310	phylum ORFan
AT2G39920.3|PACid:19638311	phylum ORFan
AT2G39920.2|PACid:19638312	phylum ORFan
AT2G22680.1|PACid:19638313	phylum ORFan
AT2G40330.1|PACid:19638314	phylum ORFan
AT2G19990.1|PACid:19638316	phylum ORFan
AT2G02540.1|PACid:19638318	kingdom ORFan
AT2G05100.1|PACid:19638319	kingdom ORFan
AT2G35720.1|PACid:19638320	phylum ORFan
AT2G03720.1|PACid:19638321	kingdom ORFan
AT2G28960.1|PACid:19638322	phylum ORFan
AT2G31980.1|PACid:19638323	phylum ORFan
AT2G04842.1|PACid:19638325	kingdom ORFan
AT2G48100.1|PACid:19638330	kingdom ORFan
AT2G48100.2|PACid:19638331	kingdom ORFan
AT2G48100.3|PACid:19638332	kingdom ORFan
AT2G18750.1|PACid:19638334	strict ORFan
AT2G18750.2|PACid:19638335	strict ORFan
AT2G18750.3|PACid:19638336	strict ORFan
AT2G03170.1|PACid:19638337	phylum ORFan
AT2G38480.1|PACid:19638338	kingdom ORFan
AT2G20690.1|PACid:19638341	phylum ORFan
AT2G31360.1|PACid:19638343	strict ORFan
AT2G45580.1|PACid:19638344	kingdom ORFan
AT2G40520.1|PACid:19638345	phylum ORFan
AT2G40520.2|PACid:19638346	phylum ORFan
AT2G40520.3|PACid:19638347	phylum ORFan
AT2G40520.4|PACid:19638348	phylum ORFan
AT2G37510.1|PACid:19638349	phylum ORFan
AT2G01830.2|PACid:19638351	phylum ORFan
AT2G01830.1|PACid:19638352	phylum ORFan
AT2G01830.3|PACid:19638353	phylum ORFan
AT2G34520.1|PACid:19638357	kingdom ORFan
AT2G02440.1|PACid:19638359	strict ORFan
AT2G15590.1|PACid:19638364	phylum ORFan
AT2G01330.1|PACid:19638367	kingdom ORFan
AT2G01330.2|PACid:19638368	kingdom ORFan
AT2G05970.1|PACid:19638369	strict ORFan
AT2G07739.1|PACid:19638370	phylum ORFan
AT2G44120.2|PACid:19638371	phylum ORFan
AT2G44120.1|PACid:19638372	phylum ORFan
AT2G32360.1|PACid:19638373	phylum ORFan
AT2G31865.2|PACid:19638375	strict ORFan
AT2G31865.1|PACid:19638376	strict ORFan
AT2G16710.2|PACid:19638379	kingdom ORFan
AT2G29080.1|PACid:19638381	kingdom ORFan
AT2G22050.1|PACid:19638382	kingdom ORFan
AT2G22050.2|PACid:19638383	kingdom ORFan
AT2G20350.1|PACid:19638384	phylum ORFan
AT2G46280.1|PACid:19638385	kingdom ORFan
AT2G46280.2|PACid:19638386	kingdom ORFan
AT2G46280.3|PACid:19638387	kingdom ORFan
AT2G26640.1|PACid:19638388	phylum ORFan
AT2G46700.1|PACid:19638392	kingdom ORFan
AT2G46700.2|PACid:19638393	kingdom ORFan
AT2G14210.1|PACid:19638394	phylum ORFan
AT2G22060.1|PACid:19638395	strict ORFan
AT2G35330.1|PACid:19638398	kingdom ORFan
AT2G35330.2|PACid:19638399	kingdom ORFan
AT2G41860.1|PACid:19638400	kingdom ORFan
AT2G41860.2|PACid:19638401	kingdom ORFan
AT2G35410.1|PACid:19638402	kingdom ORFan
AT2G42450.1|PACid:19638403	phylum ORFan
AT2G21690.1|PACid:19638406	kingdom ORFan
AT2G05510.2|PACid:19638408	strict ORFan
AT2G05510.6|PACid:19638411	kingdom ORFan
AT2G26380.1|PACid:19638414	kingdom ORFan
AT2G33730.1|PACid:19638415	kingdom ORFan
AT2G42980.1|PACid:19638416	phylum ORFan
AT2G39760.1|PACid:19638417	strict ORFan
AT2G39760.2|PACid:19638418	strict ORFan
AT2G27145.1|PACid:19638419	phylum ORFan
AT2G22345.1|PACid:19638420	phylum ORFan
AT2G44440.1|PACid:19638421	phylum ORFan
AT2G37810.1|PACid:19638423	phylum ORFan
AT2G31440.1|PACid:19638425	strict ORFan
AT2G30730.1|PACid:19638426	phylum ORFan
AT2G32290.1|PACid:19638428	phylum ORFan
AT2G18915.2|PACid:19638432	kingdom ORFan
AT2G18915.1|PACid:19638433	kingdom ORFan
AT2G16620.1|PACid:19638434	phylum ORFan
AT2G30925.1|PACid:19638435	strict ORFan
AT2G40400.1|PACid:19638436	strict ORFan
AT2G40400.2|PACid:19638437	strict ORFan
AT2G30440.1|PACid:19638438	strict ORFan
AT2G02930.1|PACid:19638439	phylum ORFan
AT2G13790.1|PACid:19638440	kingdom ORFan
AT2G03550.1|PACid:19638441	phylum ORFan
AT2G26280.1|PACid:19638442	kingdom ORFan
AT2G32040.1|PACid:19638444	phylum ORFan
AT2G17480.1|PACid:19638445	phylum ORFan
AT2G39850.1|PACid:19638446	phylum ORFan
AT2G20618.1|PACid:19638447	phylum ORFan
AT2G34940.1|PACid:19638449	phylum ORFan
AT2G18720.1|PACid:19638450	kingdom ORFan
AT2G13800.1|PACid:19638451	kingdom ORFan
AT2G18900.1|PACid:19638457	kingdom ORFan
AT2G02050.1|PACid:19638458	strict ORFan
AT2G31800.1|PACid:19638460	kingdom ORFan
AT2G02970.1|PACid:19638461	phylum ORFan
AT2G34530.1|PACid:19638462	strict ORFan
AT2G34530.2|PACid:19638463	strict ORFan
AT2G01554.1|PACid:19638464	strict ORFan
AT2G40030.1|PACid:19638465	kingdom ORFan
AT2G26320.1|PACid:19638466	phylum ORFan
AT2G19050.1|PACid:19638467	kingdom ORFan
AT2G43230.2|PACid:19638469	phylum ORFan
AT2G43230.1|PACid:19638470	phylum ORFan
AT2G30840.1|PACid:19638471	phylum ORFan
AT2G44110.2|PACid:19638474	phylum ORFan
AT2G44110.1|PACid:19638475	phylum ORFan
AT2G36420.1|PACid:19638478	phylum ORFan
AT2G33580.1|PACid:19638480	phylum ORFan
AT2G37100.1|PACid:19638481	strict ORFan
AT2G38010.2|PACid:19638483	kingdom ORFan
AT2G38010.1|PACid:19638484	kingdom ORFan
AT2G19490.1|PACid:19638486	kingdom ORFan
AT2G15440.1|PACid:19638487	strict ORFan
AT2G35320.1|PACid:19638488	strict ORFan
AT2G29890.3|PACid:19638489	strict ORFan
AT2G30870.1|PACid:19638492	phylum ORFan
AT2G47400.1|PACid:19638494	kingdom ORFan
AT2G42750.1|PACid:19638495	kingdom ORFan
AT2G40360.1|PACid:19638497	kingdom ORFan
AT2G24190.2|PACid:19638499	kingdom ORFan
AT2G24190.1|PACid:19638500	kingdom ORFan
AT2G20750.1|PACid:19638501	phylum ORFan
AT2G30020.1|PACid:19638502	phylum ORFan
AT2G01170.1|PACid:19638503	phylum ORFan
AT2G01170.2|PACid:19638504	phylum ORFan
AT2G33270.1|PACid:19638505	kingdom ORFan
AT2G43820.1|PACid:19638506	phylum ORFan
AT2G22560.1|PACid:19638508	phylum ORFan
AT2G12462.1|PACid:19638509	strict ORFan
AT2G39800.1|PACid:19638510	phylum ORFan
AT2G39800.4|PACid:19638511	phylum ORFan
AT2G39800.3|PACid:19638512	phylum ORFan
AT2G39800.2|PACid:19638513	phylum ORFan
AT2G43510.1|PACid:19638514	phylum ORFan
AT2G43010.1|PACid:19638516	phylum ORFan
AT2G43010.2|PACid:19638517	phylum ORFan
AT2G09990.1|PACid:19638518	kingdom ORFan
AT2G28760.1|PACid:19638520	phylum ORFan
AT2G28760.2|PACid:19638521	phylum ORFan
AT2G28760.3|PACid:19638522	phylum ORFan
AT2G02520.1|PACid:19638523	kingdom ORFan
AT2G05330.1|PACid:19638526	phylum ORFan
AT2G41950.1|PACid:19638528	strict ORFan
AT2G43640.3|PACid:19638531	kingdom ORFan
AT2G46490.1|PACid:19638533	strict ORFan
AT2G25260.1|PACid:19638537	phylum ORFan
AT2G02140.1|PACid:19638541	phylum ORFan
AT2G17050.1|PACid:19638543	kingdom ORFan
AT2G21010.1|PACid:19638545	phylum ORFan
AT2G04900.1|PACid:19638548	strict ORFan
AT2G13650.1|PACid:19638550	phylum ORFan
AT2G13650.3|PACid:19638551	phylum ORFan
AT2G13650.2|PACid:19638552	phylum ORFan
AT2G27035.1|PACid:19638553	phylum ORFan
AT2G38760.1|PACid:19638554	phylum ORFan
AT2G24980.1|PACid:19638555	strict ORFan
AT2G24630.1|PACid:19638556	phylum ORFan
AT2G31957.1|PACid:19638560	phylum ORFan
AT2G47520.1|PACid:19638561	phylum ORFan
AT2G30460.1|PACid:19638562	phylum ORFan
AT2G30460.2|PACid:19638563	phylum ORFan
AT2G19560.1|PACid:19638564	strict ORFan
AT2G27200.1|PACid:19638566	phylum ORFan
AT2G47910.1|PACid:19638570	strict ORFan
AT2G47910.2|PACid:19638571	strict ORFan
AT2G14846.1|PACid:19638572	phylum ORFan
AT2G31740.1|PACid:19638574	kingdom ORFan
AT2G46200.1|PACid:19638576	strict ORFan
AT2G46200.2|PACid:19638577	strict ORFan
AT2G35170.1|PACid:19638578	kingdom ORFan
AT2G01210.1|PACid:19638579	kingdom ORFan
AT2G46493.1|PACid:19638580	kingdom ORFan
AT2G25520.1|PACid:19638581	kingdom ORFan
AT2G40290.1|PACid:19638582	kingdom ORFan
AT2G40290.2|PACid:19638583	kingdom ORFan
AT2G40290.3|PACid:19638584	kingdom ORFan
AT2G04350.1|PACid:19638585	phylum ORFan
AT2G04350.2|PACid:19638586	phylum ORFan
AT2G38360.1|PACid:19638587	strict ORFan
AT2G28305.1|PACid:19638588	phylum ORFan
AT2G39700.1|PACid:19638592	phylum ORFan
AT2G33550.1|PACid:19638593	strict ORFan
AT2G04425.1|PACid:19638594	phylum ORFan
AT2G34630.2|PACid:19638596	phylum ORFan
AT2G34630.1|PACid:19638597	phylum ORFan
AT2G03590.1|PACid:19638599	phylum ORFan
AT2G25450.1|PACid:19638600	phylum ORFan
AT2G32680.1|PACid:19638602	kingdom ORFan
AT2G28050.1|PACid:19638603	phylum ORFan
AT2G39725.1|PACid:19638604	strict ORFan
AT2G39725.2|PACid:19638605	strict ORFan
AT2G35733.1|PACid:19638606	strict ORFan
AT2G47440.1|PACid:19638607	phylum ORFan
AT2G29910.1|PACid:19638612	kingdom ORFan
AT2G29910.2|PACid:19638613	kingdom ORFan
AT2G19900.1|PACid:19638614	phylum ORFan
AT2G18050.1|PACid:19638616	kingdom ORFan
AT2G18050.2|PACid:19638617	kingdom ORFan
AT2G07749.1|PACid:19638618	strict ORFan
AT2G05940.1|PACid:19638620	phylum ORFan
AT2G45400.1|PACid:19638621	kingdom ORFan
AT2G41233.1|PACid:19638624	strict ORFan
AT2G26480.1|PACid:19638626	phylum ORFan
AT2G20550.1|PACid:19638628	phylum ORFan
AT2G20550.2|PACid:19638629	phylum ORFan
AT2G01470.1|PACid:19638630	kingdom ORFan
AT2G16505.1|PACid:19638631	strict ORFan
AT2G07785.1|PACid:19638634	kingdom ORFan
AT2G02580.1|PACid:19638637	kingdom ORFan
AT2G25820.1|PACid:19638639	phylum ORFan
AT2G11200.1|PACid:19638640	strict ORFan
AT2G21465.1|PACid:19638641	phylum ORFan
AT2G14206.1|PACid:19638642	strict ORFan
AT2G28740.1|PACid:19638643	kingdom ORFan
AT2G25330.1|PACid:19638644	strict ORFan
AT2G03980.1|PACid:19638645	phylum ORFan
AT2G28560.1|PACid:19638646	kingdom ORFan
AT2G28560.2|PACid:19638647	kingdom ORFan
AT2G28560.3|PACid:19638648	kingdom ORFan
AT2G28560.4|PACid:19638649	kingdom ORFan
AT2G21140.1|PACid:19638650	kingdom ORFan
AT2G17860.1|PACid:19638651	kingdom ORFan
AT2G42950.1|PACid:19638652	phylum ORFan
AT2G01300.1|PACid:19638653	strict ORFan
AT2G47130.1|PACid:19638654	kingdom ORFan
AT2G16790.1|PACid:19638655	kingdom ORFan
AT2G16790.2|PACid:19638656	kingdom ORFan
AT2G36890.1|PACid:19638658	phylum ORFan
AT2G40990.1|PACid:19638659	phylum ORFan
AT2G14750.1|PACid:19638662	kingdom ORFan
AT2G32540.1|PACid:19638663	phylum ORFan
AT2G35960.1|PACid:19638664	strict ORFan
AT2G46720.1|PACid:19638668	kingdom ORFan
AT2G28970.1|PACid:19638670	kingdom ORFan
AT2G45470.1|PACid:19638671	phylum ORFan
AT2G43030.1|PACid:19638672	kingdom ORFan
AT2G24645.1|PACid:19638673	phylum ORFan
AT2G14910.1|PACid:19638674	phylum ORFan
AT2G14910.2|PACid:19638675	phylum ORFan
AT2G27510.1|PACid:19638679	kingdom ORFan
AT2G21610.1|PACid:19638680	phylum ORFan
AT2G02180.1|PACid:19638681	phylum ORFan
AT2G26830.1|PACid:19638682	phylum ORFan
AT2G42690.1|PACid:19638683	phylum ORFan
AT2G23060.1|PACid:19638686	strict ORFan
AT2G23060.2|PACid:19638687	strict ORFan
AT2G47470.1|PACid:19638692	kingdom ORFan
AT2G47470.4|PACid:19638693	kingdom ORFan
AT2G47470.3|PACid:19638694	kingdom ORFan
AT2G47470.2|PACid:19638695	kingdom ORFan
AT2G04030.1|PACid:19638696	phylum ORFan
AT2G04030.2|PACid:19638697	phylum ORFan
AT2G45110.1|PACid:19638698	phylum ORFan
AT2G22660.1|PACid:19638700	kingdom ORFan
AT2G39390.1|PACid:19638703	phylum ORFan
AT2G03020.1|PACid:19638704	phylum ORFan
AT2G03020.2|PACid:19638705	kingdom ORFan
AT2G46890.1|PACid:19638706	phylum ORFan
AT2G39770.1|PACid:19638707	phylum ORFan
AT2G39770.2|PACid:19638708	phylum ORFan
AT2G33690.1|PACid:19638709	phylum ORFan
AT2G01023.1|PACid:19638712	strict ORFan
AT2G24180.1|PACid:19638714	phylum ORFan
AT2G13100.2|PACid:19638716	kingdom ORFan
AT2G13100.3|PACid:19638717	kingdom ORFan
AT2G23900.1|PACid:19638718	phylum ORFan
AT2G04410.1|PACid:19638719	phylum ORFan
AT2G44745.1|PACid:19638720	phylum ORFan
AT2G29970.1|PACid:19638721	kingdom ORFan
AT2G07673.1|PACid:19638722	strict ORFan
AT2G02120.1|PACid:19638725	phylum ORFan
AT2G37770.2|PACid:19638726	kingdom ORFan
AT2G37770.1|PACid:19638727	phylum ORFan
AT2G40340.1|PACid:19638728	phylum ORFan
AT2G03620.1|PACid:19638729	phylum ORFan
AT2G03620.2|PACid:19638730	phylum ORFan
AT2G34110.1|PACid:19638732	phylum ORFan
AT2G37160.2|PACid:19638733	kingdom ORFan
AT2G37160.1|PACid:19638734	kingdom ORFan
AT2G47220.1|PACid:19638737	phylum ORFan
AT2G42380.2|PACid:19638740	kingdom ORFan
AT2G42380.1|PACid:19638741	kingdom ORFan
AT2G30920.1|PACid:19638743	kingdom ORFan
AT2G27930.1|PACid:19638744	strict ORFan
AT2G34790.1|PACid:19638745	phylum ORFan
AT2G35540.1|PACid:19638747	phylum ORFan
AT2G33500.1|PACid:19638751	kingdom ORFan
AT2G33500.2|PACid:19638752	kingdom ORFan
AT2G01540.1|PACid:19638754	phylum ORFan
AT2G41970.1|PACid:19638756	phylum ORFan
AT2G20080.1|PACid:19638757	phylum ORFan
AT2G20080.2|PACid:19638758	phylum ORFan
